ds,yhat,yhat_lower,yhat_upper,segment_type,segment_name
2022-02-27,10311.813926167431,8502.780765043015,12316.662011569335,brand,Flame & Feather
2022-02-28,5962.185431263183,4006.7818773288545,7725.31338821876,brand,Flame & Feather
2022-03-01,6026.253384141206,4070.997317853316,7827.404692545243,brand,Flame & Feather
2022-03-02,6081.340576840526,4209.316855914387,7967.449950144141,brand,Flame & Feather
2022-03-03,6050.5832021206015,4145.27002651544,7898.477386657234,brand,Flame & Feather
2022-03-04,6696.589678384745,4815.87915326811,8508.421174796462,brand,Flame & Feather
2022-03-05,8370.29824799405,6456.5619480830965,10094.0352371186,brand,Flame & Feather
2022-03-06,10628.232005664482,8932.335408823556,12480.482547361995,brand,Flame & Feather
2022-03-07,6232.121700028354,4526.873680464992,8035.084688888013,brand,Flame & Feather
2022-03-08,6238.9587095798,4395.852566865623,7958.738487845002,brand,Flame & Feather
2022-03-09,6226.843491899315,4311.356879356862,8139.304506429923,brand,Flame & Feather
2022-03-10,6119.990352341345,4375.811793704843,7929.012668660468,brand,Flame & Feather
2022-03-11,6682.360386425696,4964.663120709052,8659.304844252762,brand,Flame & Feather
2022-03-12,8266.485222786014,6444.203430316887,10112.581265326724,brand,Flame & Feather
2022-03-13,10430.681190077881,8560.995967487723,12221.629701058413,brand,Flame & Feather
2022-03-14,5938.625415227443,4125.5622491202075,7748.714140470888,brand,Flame & Feather
2022-03-15,5849.357582643194,3919.8721593130726,7708.33442286163,brand,Flame & Feather
2022-03-16,5743.074107087257,3831.9660814912518,7524.11895163677,brand,Flame & Feather
2022-03-17,5546.0771026738275,3754.4390177798314,7440.221346887382,brand,Flame & Feather
2022-03-18,6024.351578154984,4259.012134320315,7774.541151228483,brand,Flame & Feather
2022-03-19,7532.3350544057375,5731.188723378487,9421.162855809198,brand,Flame & Feather
2022-03-20,9630.080745759991,7917.985345831512,11476.798221030931,brand,Flame & Feather
2022-03-21,5082.7872366144975,3173.9920952172693,6880.246257592895,brand,Flame & Feather
2022-03-22,4950.759672410654,3080.1070116511064,6693.8872327822455,brand,Flame & Feather
2022-03-23,4815.170336905367,2953.47103220312,6483.688963447662,brand,Flame & Feather
2022-03-24,4602.981915488015,2733.5258276955574,6530.3948187278675,brand,Flame & Feather
2022-03-25,5080.507565508933,3216.4217256625507,6868.745143103234,brand,Flame & Feather
2022-03-26,6602.172434765685,4722.350220251661,8442.766733310504,brand,Flame & Feather
2022-03-27,8727.677958379712,6928.040757728731,10609.77344167361,brand,Flame & Feather
2022-03-28,4221.54179338243,2466.720430870602,5999.638077208703,brand,Flame & Feather
2022-03-29,4143.078080857575,2329.2053160696755,6017.670065824931,brand,Flame & Feather
2022-03-30,4072.18533153098,2071.9251936957253,5860.598269135489,brand,Flame & Feather
2022-03-31,3934.3044304973346,2081.0371158975568,5664.455876393804,brand,Flame & Feather
2022-01-01,3582.5679900176265,2684.3278152046014,4366.840551641577,brand,Frostbite Creamery
2022-01-02,4282.472201831804,3451.2627830473807,5176.399601795206,brand,Frostbite Creamery
2022-01-03,2657.9240659416364,1721.9006166950765,3456.2699814345037,brand,Frostbite Creamery
2022-01-04,2688.133655987476,1830.172591972904,3598.6666858140065,brand,Frostbite Creamery
2022-01-05,2594.077102683137,1724.9866753511387,3451.714833685812,brand,Frostbite Creamery
2022-01-06,2471.701744101869,1589.5089205090114,3327.356578333665,brand,Frostbite Creamery
2022-01-07,2628.8400016526634,1712.5627677528132,3441.2204407238396,brand,Frostbite Creamery
2022-01-08,3082.4691130942124,2195.0058400239427,3934.3182672154126,brand,Frostbite Creamery
2022-01-09,3746.6490648345534,2901.0707852980913,4557.868424150636,brand,Frostbite Creamery
2022-01-10,2095.6040821253964,1177.4045389320122,2993.5306820090395,brand,Frostbite Creamery
2022-01-11,2108.909279217711,1213.8868402725059,2983.961693007927,brand,Frostbite Creamery
2022-01-12,2007.6966206076725,1072.5866265009,2891.797694616168,brand,Frostbite Creamery
2022-01-13,1887.858665991103,991.3063007583099,2752.3736728719628,brand,Frostbite Creamery
2022-01-14,2056.9661512806406,1178.2612233655677,2938.565658600211,brand,Frostbite Creamery
2022-01-15,2531.536414332185,1680.1811004261447,3433.027155963444,brand,Frostbite Creamery
2022-01-16,3224.984756293814,2383.7416781295483,4150.281232256825,brand,Frostbite Creamery
2022-01-17,1610.7237239015471,752.1264836055024,2495.6774789248075,brand,Frostbite Creamery
2022-01-18,1667.3714300907545,782.3984781907807,2524.9439172019165,brand,Frostbite Creamery
2022-01-19,1614.982481049125,711.8121318761529,2484.2355827384686,brand,Frostbite Creamery
2022-01-20,1548.2793169758731,682.3499802054007,2407.093639169945,brand,Frostbite Creamery
2022-01-21,1773.5992890891885,981.5028721954214,2665.4123689407133,brand,Frostbite Creamery
2022-01-22,2306.1937073483004,1490.4612647934846,3146.0662171639774,brand,Frostbite Creamery
2022-01-23,3058.210151697785,2218.4455071595435,3925.061987415643,brand,Frostbite Creamery
2022-01-24,1501.8222320590687,606.039108936142,2326.041915333705,brand,Frostbite Creamery
2022-01-25,1614.4671333218841,696.3948027625726,2457.489658400895,brand,Frostbite Creamery
2022-01-26,1615.1037727085086,722.4194999410003,2447.5581168947483,brand,Frostbite Creamery
2022-01-27,1597.4686953359092,664.6549601136743,2461.467411036707,brand,Frostbite Creamery
2022-01-28,1867.0444271635756,996.6845086686853,2734.998642571269,brand,Frostbite Creamery
2022-01-29,2438.376009461279,1610.5666287475144,3370.4392363782713,brand,Frostbite Creamery
2022-01-30,3223.066603928602,2327.565206042848,4023.256287061618,brand,Frostbite Creamery
2022-01-31,1692.916066584224,820.9642563036232,2530.972913618844,brand,Frostbite Creamery
2022-02-01,1825.1626630011742,949.3488292476583,2682.2953481572986,brand,Frostbite Creamery
2022-02-02,1838.740715457814,1017.1689157087549,2762.686057474992,brand,Frostbite Creamery
2022-02-03,1827.5313979712998,1017.9629845447743,2703.1527513584533,brand,Frostbite Creamery
2022-02-04,2097.3216116247117,1207.7225256055588,2947.5957838980394,brand,Frostbite Creamery
2022-02-05,2663.10699404666,1785.8143798824892,3540.0580690217816,brand,Frostbite Creamery
2022-02-06,3437.070388061623,2522.6543668137087,4330.712502777898,brand,Frostbite Creamery
2022-02-07,1891.7001967655096,943.034259514636,2724.975336446776,brand,Frostbite Creamery
2022-02-08,2005.0094045992828,1116.1494681010452,2874.6578965085096,brand,Frostbite Creamery
2022-02-09,1996.7687222248353,1076.8218219360897,2904.4156770416616,brand,Frostbite Creamery
2022-02-10,1961.731779728225,1069.6210336075035,2878.4600741505583,brand,Frostbite Creamery
2022-02-11,2206.568030162158,1292.6372261037618,3068.872901009642,brand,Frostbite Creamery
2022-02-12,2747.140147756751,1841.0079645777157,3607.8145029844873,brand,Frostbite Creamery
2022-02-13,3496.457956328923,2630.72700064832,4419.482794233403,brand,Frostbite Creamery
2022-02-14,1927.773986569837,1011.243959193668,2735.626720035884,brand,Frostbite Creamery
2022-02-15,2019.7820552012201,1176.5329567946646,2858.529194635926,brand,Frostbite Creamery
2022-02-16,1992.8328630108333,1062.3705340308986,2875.758394911721,brand,Frostbite Creamery
2022-02-17,1942.1449865069599,1122.956445460078,2805.038367580466,brand,Frostbite Creamery
2022-02-18,2174.7272749873955,1294.736160085454,3006.6849539336677,brand,Frostbite Creamery
2022-02-19,2706.6496773568415,1782.968314260658,3589.2896416503972,brand,Frostbite Creamery
2022-02-20,3450.994659385333,2596.655632095601,4317.497462881949,brand,Frostbite Creamery
2022-02-21,1880.9543173541922,1000.8369492397459,2742.340922924844,brand,Frostbite Creamery
2022-02-22,1975.0344718504614,1106.0655658189617,2829.850712778098,brand,Frostbite Creamery
2022-02-23,1953.2795170915292,1067.3874237353389,2865.4357703491014,brand,Frostbite Creamery
2022-02-24,1910.496073938098,1082.8144873534384,2836.749411434379,brand,Frostbite Creamery
2022-02-25,2153.191037134146,1225.095871844202,3005.0709069769205,brand,Frostbite Creamery
2022-02-26,2696.86053835499,1849.6384987438194,3512.9199254116716,brand,Frostbite Creamery
2022-02-27,3453.961416423396,2547.684610122298,4280.033530800115,brand,Frostbite Creamery
2022-02-28,1897.0296818779993,1024.8533528447251,2840.2998635658214,brand,Frostbite Creamery
2022-03-01,2003.9066099097886,1152.0505407774763,2885.5541434944935,brand,Frostbite Creamery
2022-03-02,1993.9855747545269,1148.516821588172,2855.3851225453727,brand,Frostbite Creamery
2022-03-03,1961.45701889442,1059.1283691047718,2866.5566184826907,brand,Frostbite Creamery
2022-03-04,2212.266518445655,1326.7136755149654,3069.3053818603425,brand,Frostbite Creamery
2022-03-05,2761.42188128753,1860.7518911511168,3686.397762394322,brand,Frostbite Creamery
2022-03-06,3520.9803447046515,2705.1491353017796,4445.389754081092,brand,Frostbite Creamery
2022-03-07,1963.1799105431978,1056.0766051142257,2834.685857792645,brand,Frostbite Creamery
2022-03-08,2065.6750903452503,1215.4823063062213,2911.246515670108,brand,Frostbite Creamery
2022-03-09,2047.789909671237,1178.6768747460858,2907.3806306517245,brand,Frostbite Creamery
2022-03-10,2003.76540560801,1156.4029930195945,2897.6660912190923,brand,Frostbite Creamery
2022-03-11,2239.7165278704065,1351.5346348367002,3080.0546414515675,brand,Frostbite Creamery
2022-03-12,2770.9344382153604,1925.8255469364467,3604.0510808792137,brand,Frostbite Creamery
2022-03-13,3509.8654398583803,2609.9818545394114,4380.555837265149,brand,Frostbite Creamery
2022-03-14,1929.2308408037916,1047.929901894864,2778.987733191649,brand,Frostbite Creamery
2022-03-15,2007.248382278305,1124.078710244858,2937.8491217408914,brand,Frostbite Creamery
2022-03-16,1963.868521899736,1068.4619118077383,2808.130443170597,brand,Frostbite Creamery
2022-03-17,1894.0033140500634,1049.5445672309672,2742.5005714745316,brand,Frostbite Creamery
2022-03-18,2104.4633595731348,1172.9969841913191,2946.721515965108,brand,Frostbite Creamery
2022-03-19,2611.2394173079692,1695.3413728465437,3467.7975490226518,brand,Frostbite Creamery
2022-03-20,3327.4605255969786,2468.7202582917653,4246.511498262672,brand,Frostbite Creamery
2022-03-21,1726.4935545774567,828.9060486221093,2588.7944964999842,brand,Frostbite Creamery
2022-03-22,1787.145419693897,855.7722859594053,2663.3239560685656,brand,Frostbite Creamery
2022-03-23,1729.8818103985443,838.3471600865888,2569.300407030505,brand,Frostbite Creamery
2022-03-24,1650.0406894094222,759.6398001569349,2475.339594424361,brand,Frostbite Creamery
2022-03-25,1854.756481609325,984.7473771657775,2689.6173022089088,brand,Frostbite Creamery
2022-03-26,2360.231913183561,1470.0355337859578,3245.2216776617956,brand,Frostbite Creamery
2022-03-27,3079.6896280990304,2211.082369381724,3986.947080109437,brand,Frostbite Creamery
2022-03-28,1486.4686848565348,641.454598938375,2331.4736653455043,brand,Frostbite Creamery
2022-03-29,1559.227244362658,677.5119333719771,2418.400206337285,brand,Frostbite Creamery
2022-03-30,1518.1652795934888,686.6265228951121,2373.68752646654,brand,Frostbite Creamery
2022-03-31,1458.2454368624121,633.9699837496767,2326.508602269502,brand,Frostbite Creamery
2022-01-01,10145.230201679642,7734.260348945948,12434.871475221165,site,Crossroads Mall
2022-01-02,13813.873741241483,11634.073911550913,16054.848337394522,site,Crossroads Mall
2022-01-03,7276.553229740857,5213.698523145857,9335.044289819763,site,Crossroads Mall
2022-01-04,11037.300106738292,8787.23664923709,13303.354770916467,site,Crossroads Mall
2022-01-05,7529.980134967561,5323.644557233325,9910.17076816511,site,Crossroads Mall
2022-01-06,7760.3101985335925,5524.809364102367,9886.467115930756,site,Crossroads Mall
2022-01-07,8460.004362523454,6250.802917090591,10801.05921837467,site,Crossroads Mall
2022-01-08,9244.54006454853,6921.349144923004,11244.523169668835,site,Crossroads Mall
2022-01-09,12868.774361869913,10506.943540052413,15030.064482660702,site,Crossroads Mall
2022-01-10,6302.992397859434,4238.330235291107,8597.306052306243,site,Crossroads Mall
2022-01-11,10051.443668024818,7943.353605616952,12216.187090377978,site,Crossroads Mall
2022-01-12,6547.843560240563,4181.821917859712,8785.12066519364,site,Crossroads Mall
2022-01-13,6797.399922038503,4525.432156558378,9081.831063680223,site,Crossroads Mall
2022-01-14,7530.978066119577,5315.141270351826,9862.313115467365,site,Crossroads Mall
2022-01-15,8362.89447884803,6032.816734398511,10583.792690857565,site,Crossroads Mall
2022-01-16,12046.568318981394,9866.699928605218,14347.556676831035,site,Crossroads Mall
2022-01-17,5550.611825347843,3345.5099046692626,7605.833279334506,site,Crossroads Mall
2022-01-18,9377.413993643873,7237.748362530526,11659.885645930686,site,Crossroads Mall
2022-01-19,5958.693635411309,3659.5442801604004,8184.782838290563,site,Crossroads Mall
2022-01-20,6297.580109297316,3958.8741655159456,8511.088307765374,site,Crossroads Mall
2022-01-21,7122.833613236899,4789.152169700853,9288.876771127678,site,Crossroads Mall
2022-01-22,8046.693764630894,5923.923707085952,10252.415150712046,site,Crossroads Mall
2022-01-23,11820.5840450022,9645.923293139642,14126.929327516305,site,Crossroads Mall
2022-01-24,5411.251788765092,3280.7636273989897,7754.746682767068,site,Crossroads Mall
2022-01-25,9319.396746952669,7027.33569105724,11599.681580903489,site,Crossroads Mall
2022-01-26,5975.263158815289,3891.512115108744,8248.90403746874,site,Crossroads Mall
2022-01-27,6380.752620750236,4203.71526163898,8607.841377222388,site,Crossroads Mall
2022-01-28,7263.668849118946,4979.688003225589,9343.827130940637,site,Crossroads Mall
2022-01-29,8235.582499852932,6104.33614387569,10547.247135687508,site,Crossroads Mall
2022-01-30,12047.543300211897,9851.420291525903,14223.193668542786,site,Crossroads Mall
2022-01-31,5666.21910159888,3474.8779633503123,8015.599822615409,site,Crossroads Mall
2022-02-01,9592.51506263462,7379.931251044284,11772.892896096233,site,Crossroads Mall
2022-02-02,6257.14831684741,3938.192718822798,8487.826885932349,site,Crossroads Mall
2022-02-03,6662.736063669431,4551.010736521728,8835.113614407952,site,Crossroads Mall
2022-02-04,7538.009035299407,5227.750931391731,9935.72808410701,site,Crossroads Mall
2022-02-05,8495.639539069049,6244.772283812406,10804.245602537556,site,Crossroads Mall
2022-02-06,12287.912515748889,9997.585877730147,14677.97941548876,site,Crossroads Mall
2022-02-07,5882.820519290126,3726.7758976801824,8001.811356082826,site,Crossroads Mall
2022-02-08,9782.637198249651,7505.153157031287,11835.43239832103,site,Crossroads Mall
2022-02-09,6419.446035273511,4266.241161839154,8781.104774097119,site,Crossroads Mall
2022-02-10,6797.183676863402,4581.031193551873,9140.979258723019,site,Crossroads Mall
2022-02-11,7645.81114809451,5553.669380095033,9708.775863977104,site,Crossroads Mall
2022-02-12,8579.103405218659,6368.387554009322,10709.736896255612,site,Crossroads Mall
2022-02-13,12350.286791876813,10082.115808312334,14634.751883007848,site,Crossroads Mall
2022-02-14,5928.106272536354,3601.1681173734264,8174.710802803537,site,Crossroads Mall
2022-02-15,9815.37780333567,7532.515865775636,12011.060692745348,site,Crossroads Mall
2022-02-16,6444.503169567002,4185.668645422464,8567.111095461049,site,Crossroads Mall
2022-02-17,6819.506969502038,4550.946209250286,9008.612450354276,site,Crossroads Mall
2022-02-18,7670.209155079861,5347.486173112324,9978.340809955802,site,Crossroads Mall
2022-02-19,8610.023461541594,6411.703096563609,10899.927044097878,site,Crossroads Mall
2022-02-20,12391.610943256035,10128.613942883874,14500.433209555844,site,Crossroads Mall
2022-02-21,5982.969921185713,3749.5015164355405,8053.055936325428,site,Crossroads Mall
2022-02-22,9886.016935268475,7412.318779055641,11978.184738004913,site,Crossroads Mall
2022-02-23,6532.135088834491,4342.6817321271465,8763.21260990032,site,Crossroads Mall
2022-02-24,6924.248376360874,4659.0812925801565,9035.46278103576,site,Crossroads Mall
2022-02-25,7791.034204265029,5785.805785658318,9988.344091756726,site,Crossroads Mall
2022-02-26,8744.763161139488,6414.464304318114,11079.07137328951,site,Crossroads Mall
2022-02-27,12536.993941271396,10426.303431193706,14746.044256770627,site,Crossroads Mall
2022-02-28,6134.703417366661,3913.3138697003656,8519.564785708224,site,Crossroads Mall
2022-03-01,10038.905189692183,7884.959625901094,12181.421878390249,site,Crossroads Mall
2022-03-02,6680.2318119557995,4415.092053625079,8899.440655636132,site,Crossroads Mall
2022-03-03,7061.038217430048,4815.790810201704,9333.848703542524,site,Crossroads Mall
2022-03-04,7909.6376342378735,5676.09065904041,9980.489784696414,site,Crossroads Mall
2022-03-05,8838.15830282044,6698.255225565671,10938.2050011465,site,Crossroads Mall
2022-03-06,12598.248353860681,10403.46504505167,14848.570770639251,site,Crossroads Mall
2022-03-07,6157.2085122317785,3955.993998005071,8394.53673635517,site,Crossroads Mall
2022-03-08,10016.605847484307,7911.593722700087,12222.892698618114,site,Crossroads Mall
2022-03-09,6607.8438921263705,4322.182295024661,8907.870158777587,site,Crossroads Mall
2022-03-10,6934.246995232233,4674.74666304018,9116.10312130383,site,Crossroads Mall
2022-03-11,7725.270757266997,5597.966508845766,9835.173698982651,site,Crossroads Mall
2022-03-12,8594.3276112465,6412.46319653779,10926.16352548394,site,Crossroads Mall
2022-03-13,12294.45583480362,10115.343889545908,14609.511222725441,site,Crossroads Mall
2022-03-14,5794.412728549314,3572.6199130277723,7980.222866617238,site,Crossroads Mall
2022-03-15,9597.246364937702,7367.107751052663,11807.212323039303,site,Crossroads Mall
2022-03-16,6135.822489658511,3868.961266315114,8312.200183889676,site,Crossroads Mall
2022-03-17,6414.865742600669,4212.756006594341,8749.126252051487,site,Crossroads Mall
2022-03-18,7165.128344728882,5004.661610226525,9405.247494143923,site,Crossroads Mall
2022-03-19,8001.176577477425,5795.638140930326,10181.890457351865,site,Crossroads Mall
2022-03-20,11677.024524239037,9474.716152925266,13993.92015049271,site,Crossroads Mall
2022-03-21,5162.196882637172,2802.8798978175323,7400.710766299944,site,Crossroads Mall
2022-03-22,8960.276180398896,6732.120013954887,11199.605353789702,site,Crossroads Mall
2022-03-23,5504.411734273284,3421.104448702768,7875.976458267519,site,Crossroads Mall
2022-03-24,5799.350080988984,3534.443294273642,8117.0977452822535,site,Crossroads Mall
2022-03-25,6575.600377815657,4220.702178057713,8575.614122947534,site,Crossroads Mall
2022-03-26,7447.2252279352215,5337.772469722906,9789.785766703095,site,Crossroads Mall
2022-03-27,11167.48630271399,8926.484461472472,13314.483663433044,site,Crossroads Mall
2022-03-28,4704.926249190223,2412.775957089796,6958.99103598449,site,Crossroads Mall
2022-03-29,8561.941681053067,6360.334080035329,10843.98365826488,site,Crossroads Mall
2022-03-30,5170.323859615198,2932.232945629096,7343.4826672875015,site,Crossroads Mall
2022-03-31,5533.325884865568,3256.2935435687227,7719.3834696664035,site,Crossroads Mall
2022-01-01,12734.916706446566,10120.025405044777,15479.337489678224,site,Junction Plaza
2022-01-02,16194.282540400272,13595.811725072206,18872.25258101327,site,Junction Plaza
2022-01-03,8247.327648329998,5383.234898345333,11117.561256860303,site,Junction Plaza
2022-01-04,9714.830858382233,6840.297341352121,12462.371564211042,site,Junction Plaza
2022-01-05,7991.35427596264,5282.966757031646,10636.80898245278,site,Junction Plaza
2022-01-06,8777.212404813565,5998.656600028124,11319.446469494342,site,Junction Plaza
2022-01-07,9586.703516069836,6730.265336541845,12365.726690043402,site,Junction Plaza
2022-01-08,11233.603544231453,8485.332339779221,13963.206915980632,site,Junction Plaza
2022-01-09,14594.975209317949,12077.028117010277,17126.86805495906,site,Junction Plaza
2022-01-10,6574.455891087082,3791.1356319270126,9319.953318473012,site,Junction Plaza
2022-01-11,7993.811234524539,5157.491007091462,10806.19903291452,site,Junction Plaza
2022-01-12,6248.011776393823,3741.995695817232,9025.95412172528,site,Junction Plaza
2022-01-13,7037.198371701966,4494.729116396139,9676.653758391602,site,Junction Plaza
2022-01-14,7874.9246026895335,5136.970996681102,10481.336212791659,site,Junction Plaza
2022-01-15,9573.676112825015,6814.680132922363,12155.108565722097,site,Junction Plaza
2022-01-16,13008.718848069591,10216.841395424326,15449.247318571057,site,Junction Plaza
2022-01-17,5081.4386507237505,2240.3987178242264,7812.922259315597,site,Junction Plaza
2022-01-18,6610.957772176291,3697.8553072861205,9165.284495778853,site,Junction Plaza
2022-01-19,4989.283885924612,2454.837462978775,7807.31152269285,site,Junction Plaza
2022-01-20,5913.355422691684,3133.6982280678512,8660.316087291743,site,Junction Plaza
2022-01-21,6893.369256791231,4150.717288361188,9662.178137711995,site,Junction Plaza
2022-01-22,8738.38839628193,5972.671384086975,11228.947208646006,site,Junction Plaza
2022-01-23,12320.279292589727,9634.803432839752,15000.142374680778,site,Junction Plaza
2022-01-24,4537.138838376353,1736.337501711933,7351.959458088655,site,Junction Plaza
2022-01-25,6204.994295303139,3738.413346142103,9072.701114833766,site,Junction Plaza
2022-01-26,4713.029525972606,1948.2960864688243,7445.138574237466,site,Junction Plaza
2022-01-27,5755.699319064288,2864.607155298716,8239.578017542974,site,Junction Plaza
2022-01-28,6841.116036405783,3929.8312441754656,9225.501827175483,site,Junction Plaza
2022-01-29,8776.70471202096,6157.857711457164,11496.562832826485,site,Junction Plaza
2022-01-30,12433.175016956482,9540.431538534056,14983.717748304425,site,Junction Plaza
2022-01-31,4707.96930893526,2089.8281687950557,7419.458860353527,site,Junction Plaza
2022-02-01,6416.969532602879,3543.2886706461577,9225.229841790495,site,Junction Plaza
2022-02-02,4949.71625529323,2209.185163638689,7527.704188753371,site,Junction Plaza
2022-02-03,6001.5019258126495,3367.9773315948687,8657.728521717865,site,Junction Plaza
2022-02-04,7081.723261144221,4485.793001426735,9878.879925223218,site,Junction Plaza
2022-02-05,8999.48992659661,6314.282617341761,11782.088577513663,site,Junction Plaza
2022-02-06,12627.539287708896,10191.535011777947,15312.024245720424,site,Junction Plaza
2022-02-07,4865.618107711019,2112.571693928522,7553.6644937362025,site,Junction Plaza
2022-02-08,6532.115856177252,3774.6695715623187,9236.93156672965,site,Junction Plaza
2022-02-09,5019.205004190346,2283.663625275692,7664.1005982114875,site,Junction Plaza
2022-02-10,6024.852617796461,3553.6410170635236,8709.404221817826,site,Junction Plaza
2022-02-11,7061.090449744964,4320.926568192349,9765.89330256917,site,Junction Plaza
2022-02-12,8939.542999155776,6072.5609708725715,11730.901046750996,site,Junction Plaza
2022-02-13,12535.265564829857,9808.239445137664,15357.254133313787,site,Junction Plaza
2022-02-14,4750.055297565583,2088.343850290485,7485.804741829992,site,Junction Plaza
2022-02-15,6404.021871754683,3705.986306111286,8933.708322181466,site,Junction Plaza
2022-02-16,4890.674878396319,2188.449382843632,7471.721065518292,site,Junction Plaza
2022-02-17,5908.893701275978,3082.2363581981426,8647.050215308886,site,Junction Plaza
2022-02-18,6971.168212458933,3947.145088104204,9729.959231437639,site,Junction Plaza
2022-02-19,8889.110546175334,6370.705163269622,11600.310674233135,site,Junction Plaza
2022-02-20,12537.290402362392,9657.917263325273,15334.49068768874,site,Junction Plaza
2022-02-21,4816.556932950623,2032.3065514446341,7774.929452045682,site,Junction Plaza
2022-02-22,6545.633503372282,3694.5201433714624,9409.547456410999,site,Junction Plaza
2022-02-23,5116.241737898061,2282.105393887747,7950.66374578786,site,Junction Plaza
2022-02-24,6225.119571492995,3422.474488362894,8928.660905107592,site,Junction Plaza
2022-02-25,7382.320289801042,4612.681081582967,10093.295960621483,site,Junction Plaza
2022-02-26,9396.791185677383,6579.885550286573,12065.674032779962,site,Junction Plaza
2022-02-27,13140.282421329239,10412.578931729086,15711.765438558801,site,Junction Plaza
2022-02-28,5510.747108852188,3021.80097526942,8435.566034714673,site,Junction Plaza
2022-03-01,7324.016740799947,4607.4434895251725,10113.333737102625,site,Junction Plaza
2022-03-02,5969.006155151384,3142.8688422687924,8600.239808969187,site,Junction Plaza
2022-03-03,7139.810535715626,4438.030221820805,9967.6197010699,site,Junction Plaza
2022-03-04,8344.079267511084,5406.803965097986,11065.21383630389,site,Junction Plaza
2022-03-05,10388.663235172604,7751.106855090302,13130.67919537165,site,Junction Plaza
2022-03-06,14143.584288881697,11371.47840675322,16928.19546538056,site,Junction Plaza
2022-03-07,6505.486253262413,3645.4687699408396,9018.327937966831,site,Junction Plaza
2022-03-08,8289.3502437468,5373.007060936467,11040.785910560026,site,Junction Plaza
2022-03-09,6883.727414962679,4342.055563682796,9512.52319486206,site,Junction Plaza
2022-03-10,7982.850916723262,5526.626562894131,10651.430240338143,site,Junction Plaza
2022-03-11,9095.011504228707,6617.466571786504,11720.456066879176,site,Junction Plaza
2022-03-12,11028.19337831666,8196.798454974818,13698.395442183935,site,Junction Plaza
2022-03-13,14654.019327688964,12169.45656718433,17095.511202145415,site,Junction Plaza
2022-03-14,6871.165242416599,4251.507551764188,9792.800012639555,site,Junction Plaza
2022-03-15,8497.02778387513,5719.5650988452035,11196.479022803744,site,Junction Plaza
2022-03-16,6922.899652545763,4145.245074286476,9494.705548758888,site,Junction Plaza
2022-03-17,7846.015802955888,5144.836400191436,10594.607095088255,site,Junction Plaza
2022-03-18,8777.856840163524,5993.372886255186,11504.26669123348,site,Junction Plaza
2022-03-19,10529.708122901584,7745.6112205386235,13330.914021310722,site,Junction Plaza
2022-03-20,13976.525702523835,11090.931562274163,16806.910056213997,site,Junction Plaza
2022-03-21,6020.271274727624,3251.136253864501,8841.53779881316,site,Junction Plaza
2022-03-22,7481.502028534829,4870.244330580536,10153.031426770416,site,Junction Plaza
2022-03-23,5754.4718685418175,3121.5384309238275,8295.307964660426,site,Junction Plaza
2022-03-24,6539.109272932384,3716.862670977766,9329.190369013162,site,Junction Plaza
2022-03-25,7349.259763443219,4766.1908924796535,10236.767826537503,site,Junction Plaza
2022-03-26,8998.193035409018,6104.657589169417,11409.728438043778,site,Junction Plaza
2022-03-27,12362.427142037854,9539.649564638576,15053.216237233808,site,Junction Plaza
2022-03-28,4345.032884956377,1741.0395584039343,7271.017234132752,site,Junction Plaza
2022-03-29,5767.204956414884,3047.3642940483733,8366.623082912616,site,Junction Plaza
2022-03-30,4023.3566407791895,1339.724825163857,6851.840518105946,site,Junction Plaza
2022-03-31,4813.1033357675515,2209.134632269003,7711.288590008986,site,Junction Plaza
2022-01-01,6323.597762380228,4991.960987128385,7517.111533099253,site,Piazza Court
2022-01-02,7366.050200482088,6078.051097887955,8500.65769031107,site,Piazza Court
2022-01-03,4982.36441568515,3805.269962816069,6210.358718459788,site,Piazza Court
2022-01-04,6921.201368590501,5607.49734502166,8166.411028033575,site,Piazza Court
2022-01-05,4795.346633781767,3522.9714251408095,5988.4019565923145,site,Piazza Court
2022-01-06,4977.979657849309,3807.314688976957,6174.354056287016,site,Piazza Court
2022-01-07,5181.881317027869,4029.609631191446,6562.891937903547,site,Piazza Court
2022-01-08,5612.670274506264,4361.111256317326,6769.775475372902,site,Piazza Court
2022-01-09,6629.760428149571,5481.838845451255,7792.382110445926,site,Piazza Court
2022-01-10,4233.556790518752,2924.371618101628,5468.813666000966,site,Piazza Court
2022-01-11,6172.7904756975395,4938.979817193471,7322.044485649736,site,Piazza Court
2022-01-12,4060.0296275719566,2880.937661595209,5321.069247626032,site,Piazza Court
2022-01-13,4267.957056122852,3042.9930012150935,5477.388184416401,site,Piazza Court
2022-01-14,4508.593111403798,3279.5310488464493,5740.878194483422,site,Piazza Court
2022-01-15,4986.553841143015,3864.6885791558143,6246.453810795317,site,Piazza Court
2022-01-16,6060.036098984327,4911.369901012395,7362.821255027212,site,Piazza Court
2022-01-17,3728.0461685984305,2543.8782919762752,5023.083849195426,site,Piazza Court
2022-01-18,5737.771671728546,4496.211810411218,6958.023151322149,site,Piazza Court
2022-01-19,3700.13258326024,2495.651072011544,5017.671353518408,site,Piazza Court
2022-01-20,3986.101031735605,2768.186678988882,5307.970739938813,site,Piazza Court
2022-01-21,4305.967280420091,3083.583898043635,5473.489232081496,site,Piazza Court
2022-01-22,4862.6407853104065,3615.266544475974,6100.463362477685,site,Piazza Court
2022-01-23,6012.676863825608,4709.445532281479,7137.370469719321,site,Piazza Court
